history_id,technician_id,request_id,category,success_rate,resolution_hours,dataset_version
THX-045795,TEC-023,REQ-002929,Water Leakage,0.982,7.86,v1.0.0
THX-045796,TEC-033,REQ-002425,Water Supply,0.791,,v1.0.0
THX-045797,TEC-043,REQ-004339,Water Supply,0.837,109.75,v1.0.0
THX-045798,TEC-011,REQ-010109,Electrical,0.558,6.14,v1.0.0
THX-045799,TEC-044,REQ-001678,Water Leakage,0.612,14.71,v1.0.0
THX-045800,TEC-006,REQ-019461,Water Supply,0.614,9.47,v1.0.0
THX-045801,TEC-033,REQ-018494,Water Leakage,0.643,5.79,v1.0.0
THX-045802,TEC-021,REQ-013153,Water Leakage,0.851,13.6,v1.0.0
THX-045803,TEC-061,REQ-021074,HVAC,0.649,73.4,v1.0.0
THX-045804,TEC-024,REQ-013556,Parking,0.864,24.47,v1.0.0
THX-045805,TEC-051,REQ-017616,Fire Safety,1.0,14.42,v1.0.0
THX-045806,TEC-039,REQ-013963,Plumbing,0.971,2.9,v1.0.0
THX-045807,TEC-035,REQ-016820,Water Leakage,0.831,14.73,v1.0.0
THX-045808,TEC-046,REQ-019694,Plumbing,1.0,33.38,v1.0.0
THX-045809,TEC-039,REQ-017062,Plumbing,1.0,86.74,v1.0.0
THX-045810,TEC-035,REQ-011831,Water Supply,0.835,13.45,v1.0.0
THX-045811,TEC-027,REQ-006824,Water Leakage,1.0,,v1.0.0
THX-045812,TEC-037,REQ-017706,Water Supply,0.609,16.04,v1.0.0
THX-045813,TEC-018,REQ-004050,Parking,0.693,62.6,v1.0.0
THX-045814,TEC-078,REQ-016269,Fire Safety,0.455,19.01,v1.0.0
THX-045815,TEC-047,REQ-019627,Fire Safety,0.639,4.4,v1.0.0
THX-045816,TEC-059,REQ-014365,Electrical,0.7,15.75,v1.0.0
THX-045817,TEC-016,REQ-001298,Plumbing,0.681,43.13,v1.0.0
THX-045818,TEC-016,REQ-018085,Electrical,0.723,18.73,v1.0.0
THX-045819,TEC-013,REQ-004253,Water Supply,0.666,5.68,v1.0.0
THX-045820,TEC-027,REQ-020796,Fire Safety,0.985,1.72,v1.0.0
THX-045821,TEC-002,REQ-019882,HVAC,0.875,11.51,v1.0.0
THX-045822,TEC-033,REQ-010612,Water Leakage,0.665,0.88,v1.0.0
THX-045823,TEC-009,REQ-013299,Noise,0.818,102.06,v1.0.0
THX-045824,TEC-026,REQ-002348,Security,1.0,3.04,v1.0.0
THX-045825,TEC-017,REQ-017181,Parking,1.0,10.64,v1.0.0
THX-045826,TEC-047,REQ-015242,Electrical,0.674,2.88,v1.0.0
THX-045827,TEC-079,REQ-002524,Security,0.875,2.82,v1.0.0
THX-045828,TEC-017,REQ-019562,Water Leakage,1.0,1.59,v1.0.0
THX-045829,TEC-014,REQ-016554,Lift,0.796,1.32,v1.0.0
THX-045830,TEC-039,REQ-003599,Water Leakage,1.0,2.42,v1.0.0
THX-045831,TEC-017,REQ-003884,Water Supply,1.0,8.08,v1.0.0
THX-045832,TEC-001,REQ-011144,Noise,0.668,210.11,v1.0.0
THX-045833,TEC-009,REQ-009436,Water Supply,0.856,17.57,v1.0.0
THX-045834,TEC-011,REQ-012080,HVAC,,29.21,v1.0.0
THX-045835,TEC-011,REQ-011627,HVAC,0.704,5.38,v1.0.0
THX-045836,TEC-019,REQ-002074,Lift,1.0,3.43,v1.0.0
THX-045837,TEC-075,REQ-002543,Security,0.945,4.14,v1.0.0
THX-045838,TEC-043,REQ-009565,Water Leakage,0.878,4.89,v1.0.0
THX-045839,TEC-076,REQ-003843,Security,0.941,35.14,v1.0.0
THX-045840,TEC-073,REQ-017042,Fire Safety,,,v1.0.0
THX-045841,TEC-018,REQ-006041,Security,0.802,1.77,v1.0.0
THX-045842,TEC-010,REQ-010078,Security,1.0,5.16,v1.0.0
THX-045843,TEC-024,REQ-008210,Electrical,1.0,15.4,v1.0.0
THX-045844,TEC-010,REQ-002907,Electrical,0.975,13.06,v1.0.0
THX-045845,TEC-015,REQ-015302,Fire Safety,1.0,2.08,v1.0.0
THX-045846,TEC-027,REQ-009210,Security,0.98,36.88,v1.0.0
THX-045847,TEC-002,REQ-003793,Water Leakage,0.778,17.51,v1.0.0
THX-045848,TEC-001,REQ-006897,Electrical,0.573,65.05,v1.0.0
THX-045849,TEC-017,REQ-013412,Water Supply,1.0,10.31,v1.0.0
THX-045850,TEC-005,REQ-001142,Security,,27.58,v1.0.0
THX-045851,TEC-009,REQ-020728,Security,0.859,,v1.0.0
THX-045852,TEC-011,REQ-006859,Noise,0.704,34.35,v1.0.0
THX-045853,TEC-013,REQ-018772,Lift,0.544,16.7,v1.0.0
THX-045854,TEC-004,REQ-003749,Water Leakage,0.848,14.17,v1.0.0
THX-045855,TEC-024,REQ-006100,Security,1.0,3.88,v1.0.0
THX-045856,TEC-011,REQ-016037,Water Leakage,0.694,7.69,v1.0.0
THX-045857,TEC-014,REQ-013987,Parking,1.0,101.76,v1.0.0
THX-045858,TEC-035,REQ-007777,Water Leakage,0.723,9.55,v1.0.0
THX-045859,TEC-019,REQ-002462,Parking,0.968,98.63,v1.0.0
THX-045860,TEC-013,REQ-002706,Water Leakage,0.706,17.43,v1.0.0
THX-045861,TEC-052,REQ-008360,Fire Safety,0.971,2.59,v1.0.0
THX-045862,TEC-012,REQ-011288,Water Supply,,37.04,v1.0.0
THX-045863,TEC-001,REQ-008997,HVAC,0.588,82.59,v1.0.0
THX-045864,TEC-026,REQ-015033,Fire Safety,1.0,3.2,v1.0.0
THX-045865,TEC-012,REQ-021101,Noise,1.0,76.06,v1.0.0
THX-045866,TEC-045,REQ-015453,Plumbing,1.0,,v1.0.0
THX-045867,TEC-001,REQ-014824,Electrical,0.55,104.61,v1.0.0
THX-045868,TEC-004,REQ-006908,Security,0.811,16.03,v1.0.0
THX-045869,TEC-025,REQ-004793,Water Leakage,0.932,2.14,v1.0.0
THX-045870,TEC-018,REQ-004686,Lift,0.801,1.44,v1.0.0
THX-045871,TEC-017,REQ-009386,Lift,1.0,2.72,v1.0.0
THX-045872,TEC-076,REQ-000730,Fire Safety,0.888,7.67,v1.0.0
THX-045873,TEC-012,REQ-001363,Water Leakage,0.894,1.38,v1.0.0
THX-045874,TEC-002,REQ-006515,HVAC,0.817,36.18,v1.0.0
THX-045875,TEC-026,REQ-017248,Lift,1.0,14.64,v1.0.0
THX-045876,TEC-004,REQ-008548,Electrical,0.779,4.33,v1.0.0
THX-045877,TEC-002,REQ-019337,Lift,0.762,4.71,v1.0.0
THX-045878,TEC-023,REQ-017890,Plumbing,0.953,20.07,v1.0.0
THX-045879,TEC-003,REQ-016021,Parking,0.946,8.65,v1.0.0
THX-045880,TEC-049,REQ-007271,Electrical,0.785,11.56,v1.0.0
THX-045881,TEC-028,REQ-004611,Noise,1.0,19.66,v1.0.0
THX-045882,TEC-026,REQ-014645,Electrical,0.929,29.64,v1.0.0
THX-045883,TEC-015,REQ-013163,Parking,1.0,41.09,v1.0.0
THX-045884,TEC-034,REQ-004639,Water Leakage,0.784,13.91,v1.0.0
THX-045885,TEC-012,REQ-016406,Noise,0.91,31.99,v1.0.0
THX-045886,TEC-026,REQ-001608,Lift,0.957,4.27,v1.0.0
THX-045887,TEC-001,REQ-021527,HVAC,0.625,154.98,v1.0.0
THX-045888,TEC-038,REQ-014997,Water Supply,0.994,7.22,v1.0.0
THX-045889,TEC-003,REQ-013976,Electrical,0.855,13.29,v1.0.0
THX-045890,TEC-032,REQ-008700,Water Supply,0.603,26.85,v1.0.0
THX-045891,TEC-026,REQ-006877,Parking,0.972,105.94,v1.0.0
THX-045892,TEC-014,REQ-014371,Lift,0.718,4.38,v1.0.0
THX-045893,TEC-080,REQ-004073,Security,0.925,39.04,v1.0.0
THX-045894,TEC-008,REQ-014486,Noise,0.829,31.33,v1.0.0
THX-045895,TEC-080,REQ-015706,Security,1.0,6.22,v1.0.0
THX-045896,TEC-041,REQ-017711,Plumbing,0.919,109.02,v1.0.0
THX-045897,TEC-003,REQ-012790,Noise,1.0,35.36,v1.0.0
THX-045898,TEC-002,REQ-018145,Security,0.6,1.81,v1.0.0
THX-045899,TEC-060,REQ-016116,Electrical,1.0,28.54,v1.0.0
THX-045900,TEC-006,REQ-016838,Fire Safety,0.591,25.53,v1.0.0
THX-045901,TEC-007,REQ-002685,Security,0.833,9.29,v1.0.0
THX-045902,TEC-010,REQ-013263,,1.0,23.62,v1.0.0
THX-045903,TEC-028,REQ-003474,Fire Safety,0.893,2.46,v1.0.0
THX-045904,TEC-023,REQ-005255,HVAC,1.0,49.53,v1.0.0
THX-045905,TEC-001,REQ-019159,Lift,0.58,5.79,v1.0.0
THX-045906,TEC-020,REQ-003754,Noise,0.525,38.67,v1.0.0
THX-045907,TEC-028,REQ-008566,HVAC,0.905,9.51,v1.0.0
THX-045908,TEC-022,REQ-005059,Parking,0.905,23.89,v1.0.0
THX-045909,TEC-037,REQ-000549,Water Supply,0.695,8.65,v1.0.0
THX-045910,TEC-010,REQ-002944,Lift,1.0,7.06,v1.0.0
THX-045911,TEC-033,REQ-012969,Water Leakage,0.814,5.14,v1.0.0
THX-045912,TEC-019,REQ-000141,Fire Safety,0.918,4.38,v1.0.0
THX-045913,TEC-016,REQ-003742,Water Leakage,0.788,0.9,v1.0.0
THX-045914,TEC-078,REQ-006934,Security,0.63,25.91,v1.0.0
THX-045915,TEC-004,REQ-007326,Water Supply,0.7,5.52,v1.0.0
THX-045916,TEC-006,REQ-011607,Noise,0.698,178.8,v1.0.0
THX-045917,TEC-007,REQ-006284,Lift,,14.5,v1.0.0
THX-045918,TEC-021,REQ-009140,Noise,0.847,,v1.0.0
THX-045919,TEC-024,REQ-006181,HVAC,0.906,16.37,v1.0.0
THX-045920,TEC-022,REQ-010333,Noise,0.807,95.8,v1.0.0
THX-045921,TEC-002,REQ-008486,Noise,0.8,12.76,v1.0.0
THX-045922,TEC-018,REQ-000848,Water Supply,0.894,11.5,v1.0.0
THX-045923,TEC-054,REQ-000654,Electrical,0.917,32.95,v1.0.0
THX-045924,TEC-006,REQ-005310,Electrical,0.616,19.3,v1.0.0
THX-045925,TEC-013,REQ-012841,Lift,0.646,20.58,v1.0.0
THX-045926,TEC-012,REQ-001023,Lift,0.966,2.6,v1.0.0
THX-045927,TEC-027,REQ-019404,Lift,1.0,14.97,v1.0.0
THX-045928,TEC-003,REQ-007159,Electrical,1.0,46.27,v1.0.0
THX-045929,TEC-041,REQ-019247,Plumbing,1.0,29.89,v1.0.0
THX-045930,TEC-080,REQ-003789,Security,0.979,10.53,v1.0.0
THX-045931,TEC-023,REQ-020842,Lift,0.889,5.99,v1.0.0
THX-045932,TEC-016,REQ-018282,Noise,0.571,36.34,v1.0.0
THX-045933,TEC-010,REQ-001564,Parking,1.0,35.72,v1.0.0
THX-045934,TEC-023,REQ-011222,Noise,1.0,17.57,v1.0.0
THX-045935,TEC-003,REQ-008373,Noise,0.934,7.91,v1.0.0
THX-045936,TEC-016,REQ-018282,,0.677,36.34,v1.0.0
THX-045937,TEC-019,REQ-017285,Water Supply,0.912,13.77,v1.0.0
THX-045938,TEC-079,REQ-015507,Fire Safety,0.807,2.74,v1.0.0
THX-045939,TEC-068,REQ-013100,,0.857,4.39,v1.0.0
THX-045940,TEC-016,REQ-000844,Water Supply,0.752,6.99,v1.0.0
THX-045941,TEC-066,REQ-018552,HVAC,1.0,5.82,v1.0.0
THX-045942,TEC-019,REQ-004518,Water Supply,0.947,11.53,v1.0.0
THX-045943,TEC-040,REQ-019411,Water Leakage,0.86,4.62,v1.0.0
THX-045944,TEC-004,REQ-018135,Lift,0.849,1.98,v1.0.0
THX-045945,TEC-078,REQ-017419,Fire Safety,0.601,24.78,v1.0.0
THX-045946,TEC-070,REQ-012952,Lift,0.42,6.7,v1.0.0
THX-045947,TEC-040,REQ-008579,Water Leakage,0.849,14.1,v1.0.0
THX-045948,TEC-007,REQ-006594,HVAC,0.883,3.43,v1.0.0
THX-045949,TEC-024,REQ-020217,Noise,0.965,96.84,v1.0.0
THX-045950,TEC-003,REQ-000910,Fire Safety,1.0,9.6,v1.0.0
THX-045951,TEC-004,REQ-003614,Parking,0.896,10.8,v1.0.0
THX-045952,TEC-014,REQ-000831,Water Supply,0.757,19.39,v1.0.0
THX-045953,TEC-071,REQ-007878,Lift,0.863,6.03,v1.0.0
THX-045954,TEC-017,REQ-004709,Parking,1.0,41.07,v1.0.0
THX-045955,TEC-019,REQ-018031,HVAC,0.994,35.38,v1.0.0
THX-045956,TEC-011,REQ-019636,Security,0.717,4.22,v1.0.0
THX-045957,TEC-001,REQ-007618,HVAC,0.632,122.46,v1.0.0
THX-045958,TEC-074,REQ-013648,Fire Safety,0.926,,v1.0.0
THX-045959,TEC-001,REQ-015480,Fire Safety,0.514,23.45,v1.0.0
THX-045960,TEC-016,REQ-006672,Plumbing,0.735,13.29,v1.0.0
THX-045961,TEC-069,REQ-013139,Lift,0.898,4.1,v1.0.0
THX-045962,TEC-001,REQ-003958,Water Leakage,0.622,8.89,v1.0.0
THX-045963,TEC-025,REQ-008696,Parking,0.995,37.53,v1.0.0
THX-045964,TEC-026,REQ-006632,Water Leakage,0.842,3.98,v1.0.0
THX-045965,TEC-010,REQ-013690,Plumbing,1.0,11.22,v1.0.0
THX-045966,TEC-011,REQ-020767,Lift,0.693,14.74,v1.0.0
THX-045967,TEC-029,REQ-008651,Water Leakage,0.928,15.49,v1.0.0
THX-045968,TEC-013,REQ-007147,Noise,0.735,66.45,v1.0.0
THX-045969,TEC-050,REQ-004236,Fire Safety,1.0,2.12,v1.0.0
THX-045970,TEC-005,REQ-014201,Parking,0.847,85.57,v1.0.0
THX-045971,TEC-006,REQ-004323,Fire Safety,0.581,8.99,v1.0.0
THX-045972,TEC-022,REQ-016359,Electrical,0.911,8.27,v1.0.0
THX-045973,TEC-009,REQ-021471,Parking,0.79,118.27,v1.0.0
THX-045974,TEC-026,REQ-018678,Water Supply,0.89,3.78,v1.0.0
THX-045975,TEC-003,REQ-021567,Lift,0.997,10.25,v1.0.0
THX-045976,TEC-012,REQ-011458,Security,0.983,35.81,v1.0.0
THX-045977,TEC-051,REQ-001480,Fire Safety,1.0,4.28,v1.0.0
THX-045978,TEC-008,REQ-000156,Electrical,0.785,11.32,v1.0.0
THX-045979,TEC-014,REQ-005424,,0.875,3.76,v1.0.0
THX-045980,TEC-020,REQ-011436,Security,0.901,41.02,v1.0.0
THX-045981,TEC-003,REQ-004715,Fire Safety,0.943,3.81,v1.0.0
THX-045982,TEC-009,REQ-005470,HVAC,0.708,12.7,v1.0.0
THX-045983,TEC-015,REQ-018420,Parking,1.0,16.03,v1.0.0
THX-045984,TEC-027,REQ-000873,Lift,1.0,15.16,v1.0.0
THX-045985,TEC-028,REQ-016930,HVAC,0.999,12.04,v1.0.0
THX-045986,TEC-042,REQ-016786,Water Supply,0.539,18.95,v1.0.0
THX-045987,TEC-008,REQ-021486,Fire Safety,0.779,,v1.0.0
THX-045988,TEC-016,REQ-018720,HVAC,0.753,34.57,v1.0.0
THX-045989,TEC-011,REQ-017617,Lift,,8.04,v1.0.0
THX-045990,TEC-024,REQ-005501,Noise,0.869,91.97,v1.0.0
THX-045991,TEC-047,REQ-000026,Fire Safety,0.578,5.79,v1.0.0
THX-045992,TEC-021,REQ-019914,Noise,0.965,78.64,v1.0.0
THX-045993,TEC-050,REQ-009084,Electrical,1.0,16.25,v1.0.0
THX-045994,TEC-017,REQ-008348,Noise,1.0,12.66,v1.0.0
THX-045995,TEC-014,REQ-015178,Parking,,47.48,v1.0.0
THX-045996,TEC-013,REQ-001209,Lift,0.577,5.08,v1.0.0
THX-045997,TEC-010,REQ-004669,Plumbing,1.0,34.66,v1.0.0
THX-045998,TEC-006,REQ-010652,Noise,0.668,162.13,v1.0.0
THX-045999,TEC-042,REQ-020296,Water Leakage,0.476,6.92,v1.0.0
THX-046000,TEC-012,REQ-004122,HVAC,1.0,5.63,v1.0.0
THX-046001,TEC-042,REQ-005318,Water Leakage,,1.29,v1.0.0
THX-046002,TEC-035,REQ-019898,Water Supply,0.943,15.24,v1.0.0
THX-046003,TEC-030,REQ-014753,Water Leakage,0.924,7.08,v1.0.0
THX-046004,TEC-024,REQ-018804,Parking,1.0,14.59,v1.0.0
THX-046005,TEC-018,REQ-021091,Lift,0.892,13.02,v1.0.0
THX-046006,TEC-038,REQ-018998,Water Leakage,,11.21,v1.0.0
THX-046007,TEC-021,REQ-013084,Water Supply,0.792,16.15,v1.0.0
THX-046008,TEC-003,REQ-012790,Noise,0.958,35.36,v1.0.0
THX-046009,TEC-023,REQ-016573,Parking,1.0,4.35,v1.0.0
THX-046010,TEC-027,REQ-001834,Water Supply,1.0,21.88,v1.0.0
THX-046011,TEC-009,REQ-000358,Fire Safety,0.833,2.15,v1.0.0
THX-046012,TEC-032,REQ-007141,Water Supply,0.626,20.13,v1.0.0
THX-046013,TEC-043,REQ-019055,Plumbing,0.783,16.29,v1.0.0
THX-046014,TEC-025,REQ-020553,Fire Safety,1.0,1.23,v1.0.0
THX-046015,TEC-010,REQ-005498,Fire Safety,1.0,3.62,v1.0.0
THX-046016,TEC-019,REQ-008607,HVAC,1.0,10.06,v1.0.0
THX-046017,TEC-012,REQ-013750,Parking,0.938,45.56,v1.0.0
THX-046018,TEC-003,REQ-001928,Noise,1.0,94.96,v1.0.0
THX-046019,TEC-001,REQ-019736,Parking,0.765,122.14,v1.0.0
THX-046020,TEC-024,REQ-017103,Fire Safety,1.0,1.36,v1.0.0
THX-046021,TEC-044,REQ-017343,Water Supply,0.69,7.98,v1.0.0
THX-046022,TEC-017,REQ-008321,HVAC,1.0,15.13,v1.0.0
THX-046023,TEC-018,REQ-010823,Security,0.874,7.16,v1.0.0
THX-046024,TEC-030,REQ-003689,Water Supply,0.976,4.43,v1.0.0
THX-046025,TEC-020,REQ-019426,Noise,0.785,33.24,v1.0.0
THX-046026,TEC-044,REQ-017515,Water Leakage,0.507,20.92,v1.0.0
THX-046027,TEC-005,REQ-003257,HVAC,0.801,53.27,v1.0.0
THX-046028,TEC-025,REQ-014322,Noise,0.827,63.64,v1.0.0
THX-046029,TEC-004,REQ-011661,Security,0.882,32.39,v1.0.0
THX-046030,TEC-028,REQ-005465,Water Supply,0.945,4.46,v1.0.0
THX-046031,TEC-046,REQ-014678,Water Leakage,0.934,,v1.0.0
THX-046032,TEC-017,REQ-020481,Noise,1.0,96.17,v1.0.0
THX-046033,TEC-011,REQ-015872,Lift,0.594,4.99,v1.0.0
THX-046034,TEC-032,REQ-009214,Water Leakage,0.537,13.59,v1.0.0
THX-046035,TEC-070,REQ-015127,Lift,0.524,21.6,v1.0.0
THX-046036,TEC-006,REQ-008854,Parking,0.622,72.82,v1.0.0
THX-046037,TEC-028,REQ-004283,Fire Safety,0.921,8.14,v1.0.0
THX-046038,TEC-044,REQ-001842,Plumbing,0.747,45.23,v1.0.0
THX-046039,TEC-010,REQ-005110,HVAC,0.94,9.87,v1.0.0
THX-046040,TEC-008,REQ-004572,Lift,1.0,1.44,v1.0.0
THX-046041,TEC-014,REQ-019321,Water Leakage,0.785,1.96,v1.0.0
THX-046042,TEC-010,REQ-020633,HVAC,1.0,95.65,v1.0.0
THX-046043,TEC-024,REQ-001529,Plumbing,1.0,6.13,v1.0.0
THX-046044,TEC-010,REQ-015541,Security,1.0,25.64,v1.0.0
THX-046045,TEC-020,REQ-011007,Fire Safety,0.848,3.21,v1.0.0
THX-046046,TEC-079,REQ-019751,Security,0.88,13.44,v1.0.0
THX-046047,TEC-026,REQ-005103,Water Leakage,0.998,,v1.0.0
THX-046048,TEC-039,REQ-000295,Water Supply,0.991,54.1,v1.0.0
THX-046049,TEC-016,REQ-000094,Parking,0.787,66.31,v1.0.0
THX-046050,TEC-076,REQ-002226,Fire Safety,0.925,1.15,v1.0.0
THX-046051,TEC-026,REQ-011069,Electrical,0.891,29.28,v1.0.0
THX-046052,TEC-023,REQ-004973,Fire Safety,1.0,,v1.0.0
THX-046053,TEC-003,REQ-015004,Water Supply,,4.77,v1.0.0
THX-046054,TEC-069,REQ-013136,Lift,0.973,4.36,v1.0.0
THX-046055,TEC-015,REQ-017790,Fire Safety,0.976,4.72,v1.0.0
THX-046056,TEC-041,REQ-014437,Plumbing,1.0,0.88,v1.0.0
THX-046057,TEC-007,REQ-002806,Lift,0.977,,v1.0.0
THX-046058,TEC-028,REQ-005276,Parking,0.959,37.36,v1.0.0
THX-046059,TEC-007,REQ-009185,Noise,0.964,87.0,v1.0.0
THX-046060,TEC-015,REQ-008616,Lift,1.0,3.46,v1.0.0
THX-046061,TEC-053,REQ-009274,Electrical,1.0,43.47,v1.0.0
THX-046062,TEC-028,REQ-017726,Parking,1.0,34.87,v1.0.0
THX-046063,TEC-026,REQ-012751,Plumbing,0.898,,v1.0.0
THX-046064,TEC-001,REQ-010438,Parking,0.661,,v1.0.0
THX-046065,TEC-028,REQ-007627,Lift,0.955,5.76,v1.0.0
THX-046066,TEC-025,REQ-002554,Fire Safety,0.991,14.11,v1.0.0
THX-046067,TEC-040,REQ-017840,Water Supply,0.86,4.45,v1.0.0
THX-046068,TEC-046,REQ-014659,Plumbing,0.962,34.24,v1.0.0
THX-046069,TEC-038,REQ-003636,Water Leakage,0.914,1.15,v1.0.0
THX-046070,TEC-023,REQ-013761,HVAC,0.924,91.24,v1.0.0
THX-046071,TEC-024,REQ-004478,Security,0.883,33.11,v1.0.0
THX-046072,TEC-013,REQ-009509,Lift,0.547,7.63,v1.0.0
THX-046073,TEC-072,REQ-006799,Lift,0.895,12.72,v1.0.0
THX-046074,TEC-014,REQ-011769,Water Leakage,0.785,9.92,v1.0.0
THX-046075,TEC-073,REQ-004567,Security,0.516,6.13,v1.0.0
THX-046076,TEC-019,REQ-002444,Water Leakage,0.99,,v1.0.0
THX-046077,TEC-028,REQ-001880,Electrical,1.0,9.69,v1.0.0
THX-046078,TEC-015,REQ-012937,Noise,0.955,56.81,v1.0.0
THX-046079,TEC-011,REQ-008610,Noise,0.599,96.04,v1.0.0
THX-046080,TEC-008,REQ-004349,HVAC,0.685,5.12,v1.0.0
THX-046081,TEC-001,REQ-017575,Water Leakage,0.521,10.16,v1.0.0
THX-046082,TEC-025,REQ-015393,Security,0.897,15.12,v1.0.0
THX-046083,TEC-005,REQ-000472,Water Leakage,0.934,,v1.0.0
THX-046084,TEC-021,REQ-000986,Water Supply,0.947,9.35,v1.0.0
THX-046085,TEC-002,REQ-006563,Electrical,0.725,62.5,v1.0.0
THX-046086,TEC-010,REQ-004138,Parking,1.0,8.22,v1.0.0
THX-046087,TEC-010,REQ-018021,Security,1.0,12.87,v1.0.0
THX-046088,TEC-028,REQ-004436,Fire Safety,0.937,2.81,v1.0.0
THX-046089,TEC-024,REQ-017561,HVAC,0.892,104.24,v1.0.0
THX-046090,TEC-021,REQ-018053,Fire Safety,0.952,13.68,v1.0.0
THX-046091,TEC-002,REQ-018635,Security,0.744,50.77,v1.0.0
THX-046092,TEC-059,REQ-016480,Electrical,0.951,6.19,v1.0.0
THX-046093,TEC-003,REQ-021149,Lift,1.0,0.98,v1.0.0
THX-046094,TEC-040,REQ-009315,Water Supply,0.983,5.02,v1.0.0
THX-046095,TEC-017,REQ-008385,Water Leakage,0.905,14.69,v1.0.0
THX-046096,TEC-007,REQ-010996,Security,0.754,15.32,v1.0.0
THX-046097,TEC-003,REQ-013365,Security,0.857,3.93,v1.0.0
THX-046098,TEC-028,REQ-017376,Noise,0.936,99.53,v1.0.0
THX-046099,TEC-031,REQ-009306,Plumbing,0.547,17.34,v1.0.0
THX-046100,TEC-052,REQ-019729,Fire Safety,1.0,2.25,v1.0.0
THX-046101,TEC-019,REQ-000138,Security,0.974,6.77,v1.0.0
THX-046102,TEC-049,REQ-001849,Fire Safety,0.779,10.1,v1.0.0
THX-046103,TEC-032,REQ-011424,Plumbing,,106.75,v1.0.0
THX-046104,TEC-078,REQ-018722,Security,0.636,17.16,v1.0.0
THX-046105,TEC-026,REQ-013221,Water Supply,0.813,8.77,v1.0.0
THX-046106,TEC-002,REQ-006119,Water Leakage,0.746,1.09,v1.0.0
THX-046107,TEC-011,REQ-019953,Water Leakage,0.75,14.32,v1.0.0
THX-046108,TEC-025,REQ-009237,Electrical,0.997,72.7,v1.0.0
THX-046109,TEC-026,REQ-001311,Electrical,0.945,12.0,v1.0.0
THX-046110,TEC-032,REQ-018553,Water Supply,0.453,85.32,v1.0.0
THX-046111,TEC-018,REQ-012328,Electrical,0.951,40.47,v1.0.0
THX-046112,TEC-002,REQ-019451,Lift,0.719,10.53,v1.0.0
THX-046113,TEC-032,REQ-004475,Plumbing,0.566,17.58,v1.0.0
THX-046114,TEC-002,REQ-018745,Security,0.928,27.29,v1.0.0
THX-046115,TEC-059,REQ-011111,Electrical,0.838,3.6,v1.0.0
THX-046116,TEC-048,REQ-015024,Electrical,0.548,9.62,v1.0.0
THX-046117,TEC-007,REQ-021019,Fire Safety,0.844,5.09,v1.0.0
THX-046118,TEC-023,REQ-014122,HVAC,1.0,92.03,v1.0.0
THX-046119,TEC-024,REQ-012827,Plumbing,0.864,10.08,v1.0.0
THX-046120,TEC-029,REQ-010426,Plumbing,0.851,14.84,v1.0.0
THX-046121,TEC-012,REQ-015262,Security,1.0,6.34,v1.0.0
THX-046122,TEC-020,REQ-008883,Water Supply,0.823,40.55,v1.0.0
THX-046123,TEC-040,REQ-012232,Water Supply,,32.77,v1.0.0
THX-046124,TEC-042,REQ-016443,Water Supply,0.624,10.3,v1.0.0
THX-046125,TEC-018,REQ-010941,Electrical,0.815,,v1.0.0
THX-046126,TEC-035,REQ-012012,,0.797,8.25,v1.0.0
THX-046127,TEC-068,REQ-009134,HVAC,0.952,4.93,v1.0.0
THX-046128,TEC-028,REQ-017735,Security,0.994,2.81,v1.0.0
THX-046129,TEC-018,REQ-013546,Electrical,0.949,10.65,v1.0.0
THX-046130,TEC-078,REQ-020389,Security,0.641,15.68,v1.0.0
THX-046131,TEC-070,REQ-010518,Lift,0.735,1.31,v1.0.0
THX-046132,TEC-008,REQ-020241,Noise,0.744,16.2,v1.0.0
THX-046133,TEC-071,REQ-019761,Lift,0.858,14.95,v1.0.0
THX-046134,TEC-019,REQ-014536,Parking,,34.22,v1.0.0
THX-046135,TEC-006,REQ-012635,Water Leakage,0.684,11.78,v1.0.0
THX-046136,TEC-015,REQ-003200,,0.936,,v1.0.0
THX-046137,TEC-007,REQ-002575,Plumbing,0.963,12.96,v1.0.0
THX-046138,TEC-035,REQ-013379,Water Supply,0.871,69.92,v1.0.0
THX-046139,TEC-019,REQ-014055,Security,1.0,41.13,v1.0.0
THX-046140,TEC-017,REQ-005304,HVAC,1.0,2.55,v1.0.0
THX-046141,TEC-058,REQ-004366,Fire Safety,0.746,3.88,v1.0.0
THX-046142,TEC-013,REQ-007929,Security,0.522,4.17,v1.0.0
THX-046143,TEC-017,REQ-020295,Noise,1.0,39.33,v1.0.0
THX-046144,TEC-022,REQ-019079,Parking,0.9,17.92,v1.0.0
THX-046145,TEC-028,REQ-000442,Electrical,0.947,11.88,v1.0.0
THX-046146,TEC-028,REQ-003855,Lift,0.932,13.67,v1.0.0
THX-046147,TEC-005,REQ-006480,Noise,0.682,90.59,v1.0.0
THX-046148,TEC-013,REQ-018500,Fire Safety,0.656,6.43,v1.0.0
THX-046149,TEC-014,REQ-003620,Noise,0.793,,v1.0.0
THX-046150,TEC-045,REQ-007247,Water Supply,1.0,8.77,v1.0.0
THX-046151,TEC-021,REQ-004997,Plumbing,0.824,59.72,v1.0.0
THX-046152,TEC-056,REQ-015493,Fire Safety,0.596,1.06,v1.0.0
THX-046153,TEC-033,REQ-005732,Plumbing,0.827,56.78,v1.0.0
